Brand,Model,Price,Year,Mileage,Transmission,Body Type,Condition,Cylinders,Fuel Type,VIN,Title Status,Link
Honda,Civic,5250,2009,190106,automatic,SUV,good,6,gas,5FNYF48449B054299,clean,https://portland.craigslist.org/wsc/cto/d/hillsboro-2009-honda-pilot-ex/7836196009.html
Bmw,x5 3.0i,15775,2015,70900,automatic,Unknown,excellent,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2015-bmw-328i-hp/7836188372.html
Cadillac,dts,23500,2006,80796,automatic,sedan,like new,8,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/sherwood-2006-cadiallac-sts/7836187250.html
Toyota,prius,18900,2008,136000,automatic,pickup,excellent,6,gas,5TEMU52N68Z540251,clean,https://portland.craigslist.org/mlt/cto/d/portland-2008-toyota-tacoma-4x4/7836185164.html
Ford,F250 extended cab,3000,2014,127342,automatic,sedan,fair,4,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/vancouver-2014-ford-focus-se/7836181592.html
Gmc,sierra 3500hd duramax truck,4500,1999,190000,automatic,truck,excellent,8,gas,Unknown,rebuilt,https://portland.craigslist.org/clc/cto/d/portland-lifted-99-gmc-sierra/7836181500.html
Honda,Civic,2300,1998,278890,automatic,sedan,Unknown,Unknown,gas,Unknown,salvage,https://portland.craigslist.org/wsc/cto/d/hillsboro-honda-accord/7836179766.html
Chevy,silverado 1500,3800,2002,96000,automatic,SUV,good,8,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/vancouver-2002-chevy-suburban-2500hd/7836179425.html
Honda,Civic,17000,2017,75813,automatic,sedan,excellent,4,hybrid,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-honda-accord-hybrid-ex-sedan/7836178156.html
Ford,F250 extended cab,3000,1964,93135,manual,truck,fair,8,gas,Unknown,clean,https://portland.craigslist.org/clc/cto/d/portland-dump-truck/7836177611.html
Jeep,Gladiator Sport,8500,1995,123200,manual,SUV,good,4,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/castle-rock-1995-jeep-wrangler/7836175102.html
